Country,Area,Waterbody_Type,Date,Ammonia_mg_L,BOD_mg_L,DO_mg_L,Orthophosphate_mg_L,pH,Temperature_C,Nitrogen_mg_L,Nitrate_mg_L,CCME_Values,CCME_WQI
USA,New York,Pond,04-12-2022,0.002,2.81,10.69,0.009,7.86,23.0,0.51,1.61,96.4,Excellent
China,Shanghai,River,17-12-2020,0.017,3.09,13.84,0.173,7.63,19.7,0.21,0.43,95.29,Excellent
England,Manchester,Pond,24-05-2022,0.273,0.09,12.59,0.087,7.55,7.9,0.4,0.92,86.24,Good
Ireland,Galway,Creek,15-12-2021,0.05,1.87,12.25,0.038,7.35,17.9,0.62,3.0,95.16,Excellent
Canada,Quebec,River,24-08-2022,0.087,0.47,11.39,0.059,8.15,9.4,0.22,1.69,95.08,Excellent
Canada,Ontario,River,17-06-2023,0.122,1.69,11.79,0.13,6.46,23.4,0.18,0.65,86.62,Good
England,London,Creek,27-08-2021,0.009,3.67,12.65,0.014,7.05,3.0,0.17,4.6,94.98,Good
Canada,Alberta,Reservoir,11-10-2023,0.084,3.32,11.18,0.002,7.92,21.7,0.67,0.97,91.66,Good
USA,New York,Pond,24-11-2020,0.167,0.38,10.09,0.048,7.14,17.4,1.64,0.83,91.18,Good
England,Leeds,Canal,04-03-2021,0.068,1.61,15.0,0.082,8.01,15.6,0.53,3.47,94.61,Good
England,Birmingham,River,17-11-2020,0.077,4.58,12.96,0.086,7.92,19.8,0.22,0.11,90.43,Good
China,Guangdong,Reservoir,10-11-2021,0.072,6.23,10.16,0.0,6.63,23.5,0.52,2.34,88.59,Good
USA,California,River,14-01-2022,0.237,0.27,13.75,0.199,7.31,14.1,0.05,0.12,87.83,Good
USA,California,Creek,23-08-2020,0.087,0.1,7.47,0.008,7.83,34.7,0.33,1.31,89.21,Good
China,Guangdong,Pond,06-01-2023,,2.51,9.67,0.048,7.61,16.7,0.57,0.15,95.71,Excellent
Ireland,Cork,Lake,29-05-2022,0.087,1.58,10.24,0.009,6.69,24.0,2.21,0.6,93.69,Good
Canada,Quebec,Pond,07-04-2020,0.402,0.26,11.75,0.056,6.78,8.6,1.24,0.77,79.57,Fair
USA,Texas,Stream,22-01-2020,0.033,0.43,11.12,0.054,7.31,14.7,0.3,3.13,97.8,Excellent
England,Manchester,Lake,07-05-2021,0.097,3.94,11.46,0.074,6.67,13.9,0.31,0.69,90.22,Good
Ireland,Dublin,Lake,01-09-2023,0.198,0.22,9.68,0.06,7.35,18.8,0.75,2.25,89.02,Good
China,Shanghai,River,15-12-2023,0.019,1.09,12.23,0.063,6.94,16.2,0.23,2.29,97.66,Excellent
Canada,British Columbia,Pond,18-10-2020,0.03,0.95,11.07,0.013,6.72,11.4,0.4,3.04,97.32,Excellent
Ireland,Cork,Stream,08-11-2021,0.208,1.65,11.55,0.017,6.75,13.5,0.34,2.4,87.56,Good
Canada,Ontario,Stream,19-03-2023,0.013,1.65,15.0,0.022,7.71,12.1,0.22,1.72,97.31,Excellent
Canada,Ontario,Canal,26-05-2023,0.004,0.99,10.64,0.127,6.47,15.1,2.25,2.85,93.43,Good
USA,New York,Pond,22-03-2022,0.103,0.45,9.91,0.069,6.88,12.0,0.6,0.58,94.09,Good
Canada,Ontario,Stream,23-05-2022,0.059,0.11,10.47,0.046,7.54,35.0,,0.89,96.93,Excellent
China,Jiangsu,Canal,17-02-2023,0.316,0.56,8.2,0.162,7.64,12.1,0.37,3.97,79.0,Fair
England,Birmingham,River,24-05-2021,0.002,0.19,11.78,0.036,7.0,25.4,0.06,3.33,99.66,Excellent
Canada,Ontario,Reservoir,04-02-2022,0.264,0.16,11.26,0.047,7.48,21.8,0.14,1.23,86.6,Good
Ireland,Galway,River,08-02-2020,0.064,0.0,14.28,0.036,6.95,0.0,0.33,0.99,96.8,Excellent
England,London,Stream,11-03-2022,0.021,0.02,13.75,0.022,7.78,14.8,0.28,4.4,98.94,Excellent
Ireland,Limerick,River,03-03-2020,0.181,2.11,11.6,0.025,7.33,17.8,0.17,0.08,88.34,Good
China,Guangdong,Reservoir,09-11-2021,0.503,0.91,12.4,0.102,7.27,15.4,0.21,2.18,73.87,Fair
China,Beijing,River,05-11-2021,0.166,0.17,12.47,0.015,6.99,22.1,0.71,0.18,91.5,Good
USA,New York,Stream,05-09-2021,0.039,1.14,12.35,0.003,7.64,16.0,0.6,0.33,96.63,Excellent
Canada,Alberta,Canal,20-11-2023,0.191,0.82,13.99,0.01,7.06,26.2,,0.35,89.42,Good
Canada,Ontario,Creek,22-09-2020,0.073,2.45,9.89,0.019,7.88,26.4,0.3,3.3,93.0,Good
Ireland,Dublin,River,04-01-2022,0.026,3.16,13.1,0.083,6.99,12.4,0.11,2.13,94.76,Good
USA,Florida,Canal,07-02-2020,0.059,0.43,10.06,0.167,6.7,16.2,1.78,2.63,96.5,Excellent
China,Jiangsu,Creek,19-03-2023,0.215,0.94,13.79,0.004,7.43,14.9,4.44,1.21,88.06,Good
England,London,Pond,03-02-2021,0.036,0.9,12.49,0.009,6.29,17.8,0.61,1.33,91.03,Good
USA,Florida,Canal,28-11-2020,0.032,1.35,12.16,0.007,6.73,12.9,0.69,1.67,96.72,Excellent
Ireland,Galway,Lake,30-11-2023,0.001,0.49,10.25,0.201,8.39,18.1,0.19,2.53,99.34,Excellent
Canada,Quebec,Lake,15-09-2023,0.088,1.19,12.89,0.01,7.34,20.7,0.09,0.65,94.12,Good
China,Beijing,Reservoir,27-10-2022,0.046,1.64,11.6,0.097,7.32,25.1,0.21,0.04,95.66,Excellent
China,Shanghai,Stream,19-08-2023,0.083,4.46,11.03,0.026,7.34,15.9,0.69,1.67,90.27,Good
England,Birmingham,Lake,17-12-2021,0.15,2.1,10.59,0.036,6.84,24.8,0.38,0.61,89.88,Good
Ireland,Dublin,Pond,31-12-2023,0.262,1.83,14.85,0.02,7.17,4.1,0.06,3.11,84.63,Good
Ireland,Limerick,Stream,23-12-2020,0.075,0.18,8.94,0.028,7.07,24.4,2.8,1.36,93.39,Good
Ireland,Cork,Creek,15-01-2022,0.006,2.57,13.07,0.047,7.61,10.3,,0.99,96.49,Excellent
USA,California,River,25-08-2020,0.118,1.86,13.9,0.09,7.06,3.4,0.13,2.77,91.76,Good
Ireland,Cork,Canal,26-10-2021,0.27,1.03,14.17,0.086,7.59,14.2,3.58,1.54,85.23,Good
Ireland,Limerick,Canal,06-01-2021,0.214,4.18,10.17,0.092,7.44,23.8,0.08,0.22,84.06,Good
England,Leeds,Pond,17-01-2023,0.399,0.15,11.41,0.097,6.99,11.8,,0.23,79.84,Fair
China,Shanghai,Stream,23-03-2020,0.004,4.87,13.89,0.009,7.63,9.1,0.17,0.09,93.73,Good
Canada,Ontario,Stream,19-07-2021,0.116,1.32,13.79,,7.91,4.9,0.27,0.8,92.57,Good
China,Beijing,Lake,10-02-2020,0.022,1.93,11.33,0.021,7.66,11.7,0.32,0.11,96.48,Excellent
Ireland,Galway,Canal,28-12-2022,0.081,0.34,12.88,0.03,7.14,15.5,0.34,0.96,95.52,Excellent
China,Beijing,Pond,29-04-2023,0.072,0.5,13.54,0.169,6.67,19.8,1.29,1.35,95.75,Excellent
England,London,Canal,18-01-2023,0.019,8.62,14.35,0.064,7.28,16.4,0.0,0.2,88.3,Good
England,London,Canal,25-09-2021,0.221,0.25,11.21,0.03,7.67,21.4,0.47,2.6,88.64,Good
Canada,Quebec,Creek,26-03-2021,0.038,5.58,11.95,,7.06,18.9,0.62,1.36,91.14,Good
Ireland,Galway,Pond,27-08-2021,0.326,1.61,9.32,0.027,6.91,16.3,0.74,0.23,80.01,Good
Ireland,Cork,River,29-10-2021,0.079,5.39,11.21,0.073,6.89,21.8,0.0,1.14,89.31,Good
Ireland,Limerick,Stream,19-10-2021,0.002,2.94,11.3,0.01,6.76,24.6,1.0,1.24,96.22,Excellent
England,Leeds,Creek,28-05-2023,0.154,1.17,12.27,0.054,7.32,12.9,0.68,1.79,90.82,Good
USA,California,Pond,20-01-2021,0.074,0.91,9.07,0.005,7.27,16.1,0.72,0.91,92.85,Good
England,Manchester,River,22-12-2023,0.225,0.14,14.03,0.004,6.98,8.6,2.1,1.03,88.58,Good
Ireland,Galway,Stream,23-04-2022,0.192,0.6,13.18,0.082,7.03,15.2,0.7,0.58,89.65,Good
Canada,Alberta,Canal,27-05-2021,0.022,0.18,11.66,0.052,7.2,19.5,0.91,0.27,98.66,Excellent
Ireland,Dublin,River,07-03-2022,0.018,6.19,12.88,0.043,6.72,6.1,0.26,0.03,91.38,Good
USA,Pennsylvania,Creek,31-12-2021,,0.31,13.16,0.024,6.89,21.8,4.32,1.67,98.45,Excellent
China,Jiangsu,River,11-08-2020,0.15,4.56,11.91,0.045,6.83,0.0,0.3,0.34,86.8,Good
Ireland,Cork,Lake,26-08-2020,,4.82,11.27,0.02,6.47,19.2,1.73,0.89,86.07,Good
Canada,Quebec,Stream,23-12-2023,0.027,1.11,13.12,0.024,7.15,12.5,0.05,3.44,97.25,Excellent
China,Jiangsu,River,16-01-2020,0.068,0.7,13.38,0.079,7.27,6.5,0.39,4.72,95.75,Excellent
China,Shanghai,Reservoir,28-07-2022,,6.34,13.53,0.008,7.61,14.3,0.73,0.38,86.45,Good
England,London,Lake,07-10-2023,0.034,2.29,10.56,0.0,6.0,22.0,0.61,0.43,87.94,Good
China,Shanghai,River,07-11-2023,0.063,3.49,11.45,0.016,6.77,29.0,0.57,2.1,92.5,Good
England,Birmingham,Stream,04-08-2020,0.023,0.49,12.17,0.012,7.02,22.0,2.14,0.23,98.25,Excellent
USA,Texas,Pond,17-03-2023,,4.06,12.23,0.072,7.14,19.8,0.71,1.17,94.05,Good
China,Jiangsu,Creek,02-05-2023,0.07,0.16,14.16,0.018,7.67,7.5,0.24,9.78,96.32,Excellent
Canada,Alberta,River,21-07-2023,0.019,4.07,12.51,0.048,6.89,9.4,0.37,2.39,93.95,Good
Ireland,Limerick,River,27-03-2021,0.243,3.86,11.63,0.272,6.15,25.4,0.77,1.52,76.26,Fair
Canada,Alberta,Pond,12-01-2023,0.024,2.41,10.91,0.037,8.17,14.0,0.62,3.73,95.8,Excellent
China,Guangdong,Canal,25-10-2020,0.035,0.38,12.39,0.016,6.62,4.4,1.11,1.35,97.79,Excellent
China,Guangdong,Pond,09-08-2023,0.024,3.4,12.01,0.028,7.72,26.7,0.27,2.05,94.56,Good
China,Jiangsu,Creek,28-08-2023,0.019,0.69,8.92,0.0,7.18,25.0,4.18,0.37,95.5,Excellent
USA,Pennsylvania,Canal,12-06-2021,0.117,3.62,10.98,0.023,7.39,18.2,2.38,0.63,89.63,Good
Canada,Alberta,Stream,27-11-2023,0.003,2.42,11.8,0.093,6.47,11.2,0.29,0.69,91.67,Good
Canada,Ontario,Pond,10-03-2023,0.117,2.27,13.32,0.038,7.47,19.1,1.49,2.76,91.32,Good
USA,California,Stream,30-04-2021,0.015,0.59,13.42,0.088,6.13,11.3,0.05,0.22,91.64,Good
England,Birmingham,Creek,07-04-2023,0.251,0.29,10.08,0.072,7.56,12.1,0.2,1.95,87.09,Good
China,Guangdong,Canal,20-07-2021,0.19,0.59,10.52,0.036,6.49,15.5,2.03,1.32,84.71,Good
Ireland,Limerick,Pond,08-08-2023,0.005,1.05,14.27,0.001,8.17,15.3,1.26,0.33,98.46,Excellent
Ireland,Galway,Reservoir,13-08-2020,0.005,0.22,11.17,0.103,7.26,10.6,0.29,1.31,99.46,Excellent
USA,New York,Stream,05-04-2023,0.005,5.55,13.98,0.019,7.34,16.0,1.08,0.57,92.79,Good
Canada,Alberta,Lake,28-02-2022,0.023,4.83,11.01,0.113,7.02,11.1,0.44,3.75,92.79,Good
Ireland,Galway,Pond,20-04-2021,0.076,1.29,11.52,0.003,7.09,22.9,1.32,0.52,94.6,Good
Ireland,Limerick,Canal,27-12-2021,0.072,0.93,9.77,0.027,7.53,22.4,0.56,0.38,94.65,Good
China,Beijing,Pond,11-03-2022,0.063,1.53,10.88,0.135,7.33,22.3,0.21,3.2,94.93,Good
USA,Florida,Lake,29-11-2021,0.198,4.14,14.47,0.063,7.11,13.9,0.09,0.26,84.93,Good
China,Shanghai,Creek,22-11-2022,0.084,,14.69,0.024,6.46,19.2,0.19,1.1,88.38,Good
Ireland,Dublin,Stream,26-05-2023,0.023,0.11,13.37,,8.07,0.7,0.61,0.22,98.72,Excellent
China,Jiangsu,Reservoir,02-11-2022,,0.74,11.69,0.056,6.52,29.9,2.38,1.0,96.94,Excellent
Ireland,Limerick,Creek,01-04-2021,0.029,1.55,10.72,0.077,7.36,0.0,0.82,4.65,96.6,Excellent
England,Birmingham,Stream,25-09-2023,0.143,0.06,14.45,0.049,7.45,5.1,0.75,3.12,92.77,Good
China,Beijing,Stream,03-09-2022,0.007,2.08,11.72,0.006,7.22,27.9,0.33,1.69,97.05,Excellent
China,Guangdong,Canal,22-03-2021,0.254,0.81,12.33,0.014,7.34,3.9,0.04,3.21,86.26,Good
Ireland,Dublin,Stream,21-11-2023,0.141,4.34,8.82,0.08,6.96,31.3,0.52,1.74,84.59,Good
Canada,Ontario,Stream,28-08-2023,0.159,0.36,10.41,0.007,6.82,16.6,0.17,0.28,91.6,Good
USA,New York,Stream,05-03-2022,0.129,2.06,9.39,0.065,7.02,26.6,0.0,1.73,89.44,Good
USA,Texas,Reservoir,08-09-2023,,0.42,10.69,0.001,6.99,16.4,0.08,0.13,96.11,Excellent
USA,California,Stream,06-11-2022,0.216,3.97,13.55,0.059,7.13,5.6,0.05,3.33,84.23,Good
China,Shanghai,Stream,10-04-2023,0.136,1.41,11.28,0.005,6.57,12.4,0.15,5.19,91.44,Good
Canada,Quebec,Lake,08-02-2021,0.021,1.71,13.91,0.1,7.79,7.3,0.48,2.47,96.83,Excellent
China,Guangdong,Reservoir,28-01-2020,0.15,2.07,13.35,0.146,6.79,4.3,0.45,0.78,89.91,Good
Canada,Quebec,Stream,06-04-2023,0.252,1.18,12.63,0.003,6.93,26.2,1.13,0.35,85.94,Good
China,Guangdong,Lake,09-02-2023,0.121,1.2,13.05,0.064,7.79,14.9,0.24,3.46,92.44,Good
Ireland,Dublin,Pond,18-01-2021,0.003,5.29,10.33,,7.05,16.9,0.23,0.32,93.23,Good
Canada,Ontario,Canal,10-10-2020,0.039,5.25,9.93,0.064,7.36,13.3,0.62,1.71,91.32,Good
England,Birmingham,Lake,20-11-2020,0.011,,10.09,0.02,6.99,19.4,2.88,0.38,93.56,Good
England,Manchester,Reservoir,23-11-2023,0.146,3.56,12.04,0.019,7.18,0.7,0.34,5.24,88.27,Good
Ireland,Dublin,Reservoir,30-06-2023,0.349,0.74,12.72,0.068,6.71,16.3,0.99,2.4,81.63,Good
England,Manchester,Reservoir,01-05-2023,0.073,1.15,9.09,0.105,7.95,29.2,0.41,3.22,92.63,Good
USA,Texas,Lake,19-09-2020,0.075,0.08,11.48,0.019,7.0,17.9,0.28,0.12,96.18,Excellent
Canada,British Columbia,Stream,24-09-2022,0.099,1.17,10.82,0.003,6.73,27.8,0.71,1.65,93.6,Good
USA,Florida,Stream,08-06-2023,0.065,1.28,10.72,0.064,7.27,17.5,0.48,0.4,95.13,Excellent
Ireland,Dublin,Creek,12-05-2021,0.025,0.84,15.0,0.082,7.72,7.9,0.09,0.27,97.69,Excellent
Ireland,Galway,Reservoir,06-12-2021,0.244,0.46,10.75,0.001,7.49,7.7,1.3,0.79,87.24,Good
England,London,Lake,16-03-2020,0.172,0.95,12.13,0.095,7.42,19.0,0.17,0.98,90.21,Good
USA,New York,River,21-08-2022,0.032,0.58,14.56,0.098,6.8,23.5,0.03,0.46,97.68,Excellent
Ireland,Dublin,Lake,06-05-2022,0.131,1.56,13.52,0.084,6.9,4.8,0.14,0.17,91.48,Good
Ireland,Galway,Canal,08-01-2022,0.015,1.56,10.49,0.009,8.17,22.1,1.83,0.69,97.28,Excellent
China,Guangdong,Canal,20-08-2022,0.056,3.13,12.6,0.059,7.63,6.4,0.68,3.37,93.27,Good
England,London,Canal,23-11-2020,0.183,2.3,10.03,0.047,7.75,23.9,0.49,0.08,87.99,Good
USA,Pennsylvania,Creek,25-05-2021,0.034,0.08,10.94,0.057,6.46,12.8,1.35,0.26,92.96,Good
China,Beijing,Pond,29-10-2020,0.016,5.19,12.91,0.031,7.37,15.6,0.45,0.8,92.7,Good
England,London,Canal,07-05-2022,0.05,3.15,9.43,0.192,6.87,22.3,0.36,0.28,92.13,Good
Ireland,Dublin,Stream,09-04-2022,0.198,5.97,11.51,0.117,6.79,23.6,0.25,1.07,82.66,Good
USA,Texas,Lake,02-11-2020,0.078,,11.81,0.041,7.26,26.5,0.36,0.69,95.25,Excellent
China,Shanghai,Pond,25-12-2023,0.612,2.78,15.0,0.004,7.31,13.4,0.84,1.22,71.53,Fair
USA,Florida,Stream,29-08-2021,0.111,2.64,10.29,0.003,7.06,15.5,0.13,0.58,91.14,Good
Ireland,Limerick,Creek,24-11-2023,0.075,0.76,11.96,0.023,6.67,18.3,,1.48,95.32,Excellent
Ireland,Cork,Pond,09-01-2020,0.053,12.88,12.01,0.002,6.0,18.2,0.84,2.29,73.74,Fair
Ireland,Galway,Reservoir,25-10-2021,0.025,0.94,13.53,0.084,7.34,15.4,0.36,1.39,97.57,Excellent
Ireland,Galway,River,15-09-2020,0.053,3.1,10.91,0.002,6.34,15.7,1.17,3.44,87.68,Good
England,Manchester,Pond,12-11-2021,0.177,0.15,10.36,0.221,7.69,16.7,,0.56,90.96,Good
England,London,Stream,17-10-2022,0.093,1.91,8.77,0.015,7.24,24.7,0.19,0.87,89.86,Good
England,Birmingham,Canal,19-03-2021,0.017,0.65,12.64,0.116,7.06,6.5,0.06,3.16,98.32,Excellent
Canada,Quebec,Stream,19-04-2022,0.111,2.43,11.41,0.223,8.23,17.8,0.04,0.91,91.4,Good
Canada,Ontario,Reservoir,21-10-2023,0.013,0.66,12.04,0.028,7.53,13.9,2.24,1.08,98.52,Excellent
England,London,River,30-11-2022,0.073,2.96,11.01,0.109,6.47,12.8,1.22,0.24,87.53,Good
Canada,Quebec,Stream,04-03-2023,0.028,1.2,12.19,0.034,8.29,10.8,0.14,1.2,97.12,Excellent
England,Manchester,Stream,26-02-2023,0.033,0.01,13.87,,7.25,17.6,1.22,0.14,98.33,Excellent
USA,Texas,Pond,11-01-2021,0.088,5.45,9.69,0.004,7.36,9.8,0.57,0.51,87.99,Good
Canada,Ontario,Creek,28-06-2022,0.119,2.85,15.0,0.054,6.81,12.4,1.63,0.61,90.49,Good
Ireland,Galway,Pond,17-02-2020,,4.87,11.84,0.005,6.96,12.9,0.41,0.28,92.91,Good
England,London,Stream,25-05-2023,0.058,0.56,13.55,0.005,7.03,7.7,1.27,2.0,96.39,Excellent
USA,New York,Pond,04-08-2022,0.073,2.89,11.55,0.069,6.95,25.5,,0.03,92.73,Good
USA,California,Reservoir,20-10-2023,0.051,1.42,11.74,0.06,6.73,11.6,0.56,1.25,95.68,Excellent
USA,Texas,River,24-04-2020,0.008,5.06,13.97,0.043,6.74,7.4,0.02,5.37,93.27,Good
Canada,Quebec,Reservoir,25-09-2021,0.106,0.87,15.0,0.039,7.41,4.0,0.23,1.83,93.6,Good
China,Beijing,Stream,12-06-2022,0.077,6.07,10.0,0.077,7.92,0.0,1.62,1.3,88.58,Good
China,Jiangsu,Lake,22-08-2020,0.004,5.21,12.03,0.072,6.86,23.1,0.02,0.92,93.27,Good
England,Manchester,Pond,31-05-2020,0.021,0.72,15.0,0.191,6.74,7.8,0.68,0.21,98.07,Excellent
China,Shanghai,Pond,01-05-2021,0.057,1.48,14.18,0.077,8.01,17.0,0.16,0.61,95.3,Excellent
Canada,Ontario,Pond,06-05-2023,0.19,1.38,12.49,0.072,7.73,15.4,0.32,1.48,88.76,Good
Canada,Alberta,Canal,21-08-2023,0.036,1.95,11.14,0.013,7.74,13.3,,1.18,95.74,Excellent
China,Shanghai,River,06-01-2020,0.128,2.53,12.32,0.013,7.61,8.8,2.5,2.26,90.41,Good
Ireland,Cork,River,10-09-2022,0.082,3.37,10.51,0.021,7.37,15.0,0.22,1.1,91.71,Good
USA,Texas,Lake,05-05-2022,0.054,1.83,11.97,0.05,7.35,20.8,0.55,1.58,95.03,Excellent
USA,California,Creek,14-09-2020,0.244,4.46,14.2,0.008,7.33,15.5,0.48,4.29,82.22,Good
Canada,Quebec,Pond,06-08-2022,0.191,3.13,12.72,0.032,7.68,1.3,0.9,3.06,86.53,Good
England,Birmingham,Lake,18-07-2022,0.041,2.12,10.42,0.003,6.8,18.9,0.21,0.95,95.32,Excellent
USA,Florida,Reservoir,24-06-2023,0.313,6.44,12.23,,7.45,14.7,1.41,1.09,76.32,Fair
China,Guangdong,Stream,13-01-2023,0.132,0.72,11.81,0.043,7.73,20.7,0.92,1.46,92.51,Good
China,Jiangsu,Canal,07-12-2020,0.168,0.55,11.97,0.171,7.04,0.0,0.17,0.92,90.9,Good
China,Shanghai,River,30-03-2022,,,8.42,0.023,7.52,25.1,1.75,1.16,87.87,Good
Canada,Quebec,Lake,20-11-2023,0.057,0.17,12.85,0.01,6.99,17.3,0.05,0.7,96.94,Excellent
China,Beijing,River,08-12-2020,0.147,3.51,11.26,0.047,8.47,25.4,0.93,1.23,88.26,Good
England,London,Reservoir,13-06-2021,0.044,0.39,11.72,0.043,7.41,4.2,0.71,1.73,97.33,Excellent
England,Leeds,Reservoir,27-10-2022,0.124,0.53,13.06,0.066,7.37,21.7,1.33,1.15,93.15,Good
China,Guangdong,Lake,08-07-2021,0.311,5.12,13.11,0.035,7.31,8.0,2.57,2.18,78.05,Fair
England,Leeds,River,08-03-2023,0.162,,11.32,0.023,7.55,28.7,1.12,0.27,91.34,Good
England,London,Pond,23-05-2022,0.068,1.63,11.35,0.07,7.15,19.2,0.43,1.02,94.58,Good
Ireland,Limerick,Lake,23-11-2023,0.192,0.52,12.0,0.016,7.31,15.2,0.31,0.1,89.74,Good
Ireland,Galway,Lake,10-01-2022,0.003,0.82,10.25,0.131,7.95,14.7,1.46,6.51,98.81,Excellent
England,Manchester,Stream,31-01-2023,0.001,3.75,12.56,0.033,7.6,6.7,0.46,1.76,95.27,Excellent
England,Birmingham,Stream,10-10-2022,0.103,2.1,11.74,0.07,6.7,9.7,0.23,0.02,92.24,Good
China,Guangdong,River,23-06-2022,0.074,0.41,10.32,0.123,7.07,17.6,0.25,1.1,95.8,Excellent
USA,Pennsylvania,Reservoir,03-05-2022,0.046,0.31,11.91,0.04,6.0,12.4,0.88,1.24,89.83,Good
Ireland,Limerick,Stream,27-07-2022,0.26,2.29,9.9,0.192,7.07,20.9,1.05,4.28,83.88,Good
USA,New York,River,18-10-2020,0.011,4.57,11.97,0.032,7.66,16.1,0.34,0.04,93.73,Good
China,Jiangsu,Lake,22-01-2023,0.274,0.53,12.0,0.084,6.61,14.1,2.5,3.2,85.65,Good
Ireland,Cork,Stream,05-12-2022,0.031,0.14,13.78,0.062,6.94,20.3,0.41,0.59,98.29,Excellent
USA,Pennsylvania,Lake,15-11-2022,0.021,0.13,10.51,0.03,7.46,11.3,0.13,2.16,98.8,Excellent
Canada,Alberta,Pond,25-05-2020,0.072,2.6,12.85,0.164,7.83,11.6,1.24,1.32,93.17,Good
England,Birmingham,River,15-06-2022,0.086,1.71,11.91,0.016,6.6,18.1,1.34,2.97,93.58,Good
USA,California,Reservoir,05-02-2021,0.027,0.39,9.76,,7.67,11.2,1.86,1.48,97.55,Excellent
England,London,Pond,22-11-2022,0.18,0.72,11.38,0.073,7.5,15.9,0.13,1.15,90.11,Good
England,London,Reservoir,03-03-2022,0.247,0.91,11.41,0.069,6.94,17.7,1.11,2.44,86.49,Good
England,London,Canal,16-02-2021,0.171,2.15,11.3,0.024,7.11,19.5,0.18,3.38,88.77,Good
USA,New York,Stream,17-09-2021,0.163,1.56,11.02,0.102,7.42,12.8,0.57,1.28,89.89,Good
England,Birmingham,Pond,11-05-2020,0.084,6.04,10.55,0.065,7.15,24.3,0.23,1.6,88.27,Good
Canada,Alberta,Creek,08-12-2022,,3.55,12.64,,7.22,7.0,0.4,0.5,86.43,Good
Canada,Ontario,Lake,21-06-2021,0.128,0.5,8.16,0.187,6.19,35.0,2.34,2.36,81.77,Good
Canada,British Columbia,Lake,03-02-2022,0.307,1.0,14.46,0.005,7.58,6.0,1.58,0.08,83.39,Good
Ireland,Dublin,Canal,27-03-2022,0.132,1.4,14.09,0.061,7.53,0.0,1.44,2.99,91.63,Good
USA,California,Creek,21-05-2023,0.116,2.12,10.95,0.01,7.14,24.0,0.22,1.75,91.56,Good
USA,Pennsylvania,Creek,26-10-2023,0.083,1.67,11.01,0.007,7.16,1.1,0.38,0.68,93.76,Good
Ireland,Dublin,Creek,20-06-2022,0.014,0.04,11.32,0.018,7.17,27.7,1.33,0.98,99.24,Excellent
USA,California,Stream,03-01-2020,,4.58,12.27,0.02,6.0,17.5,0.58,1.75,80.31,Good
China,Jiangsu,Stream,29-07-2020,,0.31,7.94,0.009,7.17,19.5,1.13,0.32,93.96,Good
Ireland,Cork,River,09-09-2022,0.049,1.22,12.05,0.02,7.1,20.2,0.32,1.63,96.02,Excellent
England,London,Pond,22-04-2020,0.015,1.18,15.0,0.088,7.01,0.0,2.09,2.43,97.75,Excellent
England,Birmingham,River,06-08-2021,0.123,2.7,14.01,0.051,7.43,14.6,0.19,0.52,90.47,Good
Canada,Quebec,Stream,27-01-2023,0.081,0.9,11.24,0.047,7.49,11.2,1.25,0.11,94.85,Good
China,Guangdong,Pond,25-06-2022,,2.04,13.99,0.0,7.21,3.3,1.57,0.93,94.08,Good
China,Jiangsu,Stream,03-12-2023,0.017,5.54,10.94,0.004,7.02,30.1,0.1,2.02,92.21,Good
Canada,British Columbia,Stream,19-06-2020,0.12,1.04,14.43,0.15,7.2,6.2,0.02,1.67,92.7,Good
USA,Florida,River,06-07-2020,0.181,0.74,13.36,0.044,7.7,3.2,0.01,5.04,90.01,Good
USA,Pennsylvania,River,14-04-2020,0.017,0.6,9.08,0.025,6.87,30.5,1.88,0.74,96.12,Excellent
England,London,Canal,05-08-2020,0.028,4.07,9.61,0.082,7.53,23.1,0.29,0.43,92.54,Good
England,Birmingham,River,27-12-2020,0.12,0.36,10.26,0.005,6.82,14.6,0.42,0.14,93.54,Good
USA,Florida,River,31-10-2020,0.06,0.07,12.53,0.042,7.73,6.5,0.46,0.29,96.93,Excellent
Ireland,Galway,Creek,27-08-2022,,2.62,13.3,0.07,7.25,15.8,0.76,0.04,94.94,Good
Canada,Quebec,Pond,30-10-2023,0.067,1.46,12.14,0.028,7.42,18.2,1.02,0.36,94.84,Good
China,Shanghai,River,16-06-2020,0.198,0.38,12.4,0.191,6.83,22.8,0.31,3.94,89.6,Good
USA,Texas,Creek,21-08-2022,0.161,1.21,13.95,0.055,6.9,2.1,0.55,0.45,90.44,Good
Ireland,Limerick,Reservoir,20-08-2023,0.021,1.63,12.87,0.058,6.73,24.0,0.24,2.14,96.93,Excellent
England,Birmingham,Pond,16-04-2021,0.016,1.84,9.16,0.053,6.8,35.0,1.61,3.33,94.82,Good
China,Jiangsu,Reservoir,03-05-2023,0.031,0.89,12.53,0.17,6.46,19.8,1.16,0.08,92.14,Good
England,Birmingham,Reservoir,08-12-2020,0.009,0.68,13.74,0.013,7.33,2.9,0.56,0.12,98.7,Excellent
Ireland,Cork,Stream,20-09-2023,0.083,10.22,10.28,0.027,7.32,17.8,0.18,0.34,83.08,Good
China,Guangdong,Pond,21-08-2023,0.306,8.27,14.08,0.012,7.05,15.8,5.0,6.47,74.36,Fair
Canada,Ontario,Reservoir,19-06-2020,0.172,0.11,10.54,0.146,6.97,25.1,1.18,2.13,91.27,Good
England,Birmingham,River,16-12-2021,0.03,2.22,8.93,0.067,7.09,29.5,0.13,0.52,93.05,Good
